ResourceID,GROUPID,ADDRESS_TYPE_E55,ADMINISTRATIVE_SUBDIVISION_E48,ADMINISTRATIVE_SUBDIVISION_TYPE_E55,ANCILLARY_FEATURE_TYPE_E55,BEGINNING_OF_EXISTENCE_TYPE_E55,COMPONENT_TYPE_E55,CONDITION_DESCRIPTION_E62,CONDITION_TYPE_E55,CONSTRUCTION_TECHNIQUE_E55,CULTURAL_PERIOD_E55,DATE_CONDITION_ASSESSED_E49,DATE_EVALUATED_E49,DESCRIPTION_E62,DESCRIPTION_OF_LOCATION_E62,DESCRIPTION_TYPE_E55,DESIGNATION_OR_PROTECTION_FROM_DATE_E49,END_DATE_OF_EXISTENCE_E49,END_OF_EXISTENCE_TYPE_E55,EXTERNAL_XREF_E42,EXTERNAL_XREF_TYPE_E55,FROM_DATE_E49,GEOMETRY_QUALIFIER_E55,HERITAGE_RESOURCE_TYPE_E55,HERITAGE_RESOURCE_USE_TYPE_E55,INTEGRITY_TYPE_E55,KEYWORD_E55,MANAGEMENT_RECOMMENDATION_E89,MATERIAL_E57,MODIFICATION_DESCRIPTION_E62,MODIFICATION_TYPE_E55,NAME_E41,NAME_TYPE_E55,PERIOD_OF_SIGNIFICANCE_FROM_DATE_E49,PERIOD_OF_SIGNIFICANCE_TO_DATE_E49,PLACE_ADDRESS_E45,REASONS_E62,RECOMMENDATION_TYPE_E55,RESOURCE_TYPE_CLASSIFICATION_E55,SETTING_TYPE_E55,SPATIAL_COORDINATES_GEOMETRY_E47,START_DATE_OF_EXISTENCE_E49,STATUS_E55,STYLE_E55,TO_DATE_E49,TYPE_OF_DESIGNATION_OR_PROTECTION_E55,UNIT_OF_MEASUREMENT_E55,VALUE_OF_MEASUREMENT_E60,PHOTO,EDTF
QV-34-ARP2016,NAME.E41-1-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 34,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-34-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV34_image_2.jpg,
QV-34-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV34_image_1.jpg,
QV-34-ARP2016,DESCRIPTION.E62-33,,,,,,,,,,,,,"QV 34 is accessed through a stepped ramp (A) with low remnants of mudbrick walls flanking the entrance to pillared main chamber (C). A large chamber (E) is located to the east of chamber (C), and a small niche (G) to the south is on axis with the stepped entry ramp (A).  The tomb plan intersects the earlier excavated shaft tombs of QV 87 on the east, and QV 35 on the south.  Two partially preserved rubble masonry pillars stand in the middle of main chamber (C).  The rock roof of the main chamber collapsed in antiquity according to archaeologists' findings, leaving the tomb exposed and open to the environment. The original ceiling vault is evident from its remains on the north side of the east wall. Large metal and wooden shoring is present in chambers (C) and (E). As with its neighbors, QV 33 and QV 36, this tomb is cut into the lowermost part of Theban Member I, which contains marl bedrock above a bed of shale that is possibly the upper portion of the Esna formation. The shale is evident in side chamber (E), along with a fault plane that lies between the two rock types. The marl bedrock is tilted and heavily jointed as a result of its proximity to the shale. The joint planes immediately below the overlying colluvium show marked curvature, indicating prior movement due to downhill soil creep long before the original excavation of the tombs.  A thin layer of colluvium covers the bedrock at the surface.<br>Two steel raking shores have been installed to support the upper portion of the south wall of the main chamber, where a large open vertical E-W oriented fracture exists behind the face of the wall, while wooden post and beam shoring supports the undercut south wall of side chamber (E).  A dry rubble wall has been erected in doorway (D) to prevent access to the side chamber, and two wooden horizontal braces support the rock of the internal partition wall. <br>Remnant decoration in this tomb includes both incised plaster and raised relief painting. All wall faces, except in the side chamber, contain very thick layers of infill material of earth-based plaster and rock shards to create flat surfaces for the decoration due to the poor quality of the rock. Traces of plaster still survive on walls and pillars, but little surface decoration remains.  Extensive losses have occurred since 1989, as seen in the CEDAE photographs. <br>The tomb was cleared by the French-Egyptian team in 1987-88 and no records of prior excavation or visitation have been uncovered. E. Thomas notes that QV34 was not discernible at the time of her visit (1960s), but she records the presence of debris fill and an irregular saddle-shaped ceiling in her description of QV 35, which most likely refers to the collapsed ceiling of QV 34.  She suggests that this tomb may relate to a Schiaparelli discovery that was then backfilled out of safety concerns. <br>Although officially closed to visitation, the tomb lacks any means of physical closure or barrier to the entrance, though a low rubble wall at the top of the ramp is meant to deter entry. An additional rubble wall has been constructed between the main chamber (C) and side chamber (E). The tomb is used as a bathroom by the guards and evidence of this is present throughout.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-34-ARP2016,NAME.E41-2-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-35-ARP2016,DESCRIPTION.E62-34,,,,,,,,,,,,,QV 35 adjoins QV 34 through a large opening in the north wall of the shaft. Only the shaft of this tomb was completed; there are no chambers. The rock of the shaft is roughly cut and fractured marl.,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-35-ARP2016,NAME.E41-1-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 35,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-35-ARP2016,NAME.E41-2-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-35-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-34,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-35-ARP2016,PLACE.E53-ARP2016A-34,,,,,,,,,,,,,,QV 35 is located on the south side of the valley in the southwest branch.,,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.592733304067586 25.726940404457292),,,,,,,,,
QV-35-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-35-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV35_image_1.jpg,
QV-35-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV35_image_2.jpg,
QV-36-ARP2016,PLACE.E53-ARP2016A-39,,,,,,,,,,,,,,QV 36 lies halfway up the slope on the south side of the wadi.,,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.592640829250023 25.726983671312336),,,,,,,,,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_image_2.jpg,
QV-36-ARP2016,DESCRIPTION.E62-35,,,,,,,,,,,,,"The tomb is entered through ramp (A) leading into the main chamber (C). Two side chambers, (G) and (E), on axis with each other, lie to the north and south of chamber (C), on the eastern side. The west wall has two prominent openings allowing access to adjacent QV 37.  <br>The tomb, like its neighbors, is cut into an area of tilted rock with adjacent beds of marl and shale in the lowermost part of Member I.  This tilt is particularly evident in QV36 because of a layer of chert running diagonally throughout chamber (C).  Jointing is visible perpendicular to this chert band.  Shale is also present at the base of the north wall of side chamber (E). Similar to QV 34, joint distortion due to prior soil creep is visible along west wall of entryway (B).  A major fracture running laterally (E-W) through the main chamber is similar to that found in adjacent QV 34. <br>Only small areas of raised relief painting survive in main chamber (C), concentrated mainly on the upper half of the south wall.  There is almost no painting surviving on the east and west walls and only fragmentary areas around doorway (D) on the north wall.  There is partial survival of areas of the ceiling which was originally plastered and finished with a black wash.  Rear chamber (G) has substantial amounts of carved but unpainted plaster; the ceiling in this chamber was never plastered.  <br>Walls in main chamber (C) were generally well cut, as the marl is relatively compact and has good carving properties, despite the diagonal fissuring in it, and red masons marks are still visible on the stone in areas.  However, there were other areas that required significant amounts of infill material in order to create a flat surface for the final decoration, due to the localized more friable nature of the rock. <br>The tomb was discovered and excavated by the Italian mission led by Schiaparelli in 1903-4 and most recently cleared by the Franco-Egyptian team in 1985.  Elizabeth Thomas likens the tomb's layout to those of 33, 38 and 40 and notes that the plan was probably altered once adjacent QV 37 was discovered.  Thomas additionally notes that the condition of QV 36 is far better than that of neighbors QV 31 and QV 33 and that the ceiling was washed in black. <br>Currently the tomb has no means of being closed and is not officially open to visitation.  A low rubble wall in the entrance (B) is used as a deterrent to visitors. Access is also possible for animals through QV 37. Bats were noted in 2007 and 2008.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_image_1.jpg,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_image_3.jpg,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_image_6.jpg,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_TMP_drawing_2.jpg,
QV-36-ARP2016,NAME.E41-1-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 36,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-36-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-35,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,25f7f19e-b936-4394-b29d-86205c1b77fc,,,,,,,,,,,,,396612a2-031d-478e-8730-c7fcdb825c72,,,,,,,,,,,,,,,,,,,,,,,,,,-1294~/-1279~
QV-36-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_image_4.jpg,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_image_5.jpg,
QV-36-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV36_TMP_drawing_1.jpg,
QV-36-ARP2016,NAME.E41-2-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous Princess,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-37-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-36,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-37-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-37-ARP2016,NAME.E41-2-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-37-ARP2016,DESCRIPTION.E62-36,,,,,,,,,,,,,"Two breaks in the adjoining wall of QV 36 provide access to QV 37.  The shaft entrance has no surround  and is adjacent to the entrance of QV 36. <br>E. Thomas mentions the proximity of the entrance to that of QV 36, and that the two tombs were discovered together by the Italian mission in 1903.  She notes that only 28cm of rock separate the two entrances and that Ballerini interpreted the larger break in the wall as the work of thieves, having found no original artifacts.  The tomb was last cleared by the Franco-Egyptian team in 1985. <br>There are localized wasp nests on the surface of the rock in the chamber.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-37-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV37_TMP_drawing_1.jpg,
QV-37-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV37_image_1.jpg,
QV-37-ARP2016,PLACE.E53-ARP2016A-38,,,,,,,,,,,,,,"QV 37 lies halfway up the slope on the south side of the wadi, between later chamber tombs QV 36 and QV 38.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.592642810645579 25.726943391200486),,,,,,,,,
QV-37-ARP2016,NAME.E41-1-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 37,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-38-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV38_TMP_drawing_1.jpg,
QV-38-ARP2016,PLACE.E53-ARP2016A-37,,,,,,,,,,,,,,"QV 38 is located halfway up the southwest branch of the wadi, adjacent to the main pathway and retaining wall.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.592575159935762 25.726922788111629),,,,,,,,,
QV-38-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-137,,,,,,,,,,25f7f19e-b936-4394-b29d-86205c1b77fc,,,,,,,,,,,,,396612a2-031d-478e-8730-c7fcdb825c72,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-38-ARP2016,NAME.E41-1-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 38,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-38-ARP2016,NAME.E41-2-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Satra,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-38-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-37,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,590ba47a-e8f6-4b74-9c24-036f7b77f58f,,,,,,,,,,,,,396612a2-031d-478e-8730-c7fcdb825c72,,,,,,,,,,,,,,,,,,,,,,,,,,-1295~/-1294~
QV-38-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-38-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV38_image_1.jpg,
QV-38-ARP2016,DESCRIPTION.E62-37,,,,,,,,,,,,,"The tomb has a simple floor plan with only two chambers roughly on a north-south axis with tomb entrance. The tomb is entered through steep, stepped ramp (A) and doorway (B) leading to a plastered but unfinished main chamber (C) and a roughly hewn, unplastered rear chamber (E). Ramp steps are constructed of boulders. Each wall in chamber (C) has a magical niche. <br>Entrance ramp (A) passes through the heavily jointed and fractured marl stratum similar to other tombs on the south side of the valley. However, in rear chamber (E), the south wall, and the rear parts of the side walls, ceiling and floor are cut out of a shale stratum, which present recent localized areas of loss. Tomb floor is rough cut and appears partly unfinished. <br>Extensive unfinished painted plaster survives on the walls and parts of the ceiling in main chamber (C) but the decoration on the lower third of walls has been lost. The surface of surviving areas of painted plaster is irregular most likely due to the uneven nature of the underlying rock substrate. There are two plaster layers identifiable on walls of chamber (C), including a lower leveling layer of an earth and straw containing plaster and an upper plaster that is whitish-gray in color. The upper plaster layer has a rough surface texture with brush strokes visible. No ground layer was subsequently applied and no relief carving was undertaken. <br>As the final painting was never completed this tomb provides insight of preliminary painting practice. Preparatory techniques such as red snapped lines and underdrawing in black and red are visible on the walls. The paintings were initially sketched out with fluid, cursory, thick red outlining often showing mistakes and corrections; followed by more detailed and corrective black outlining. The ceiling is decorated with a rough wash of blue-black paint with a large figure of the goddess Nut boldly blocked out in yellow with red outlines. It does not appear as if the rear chamber (E) was ever plastered or painted. <br>QV 38 is the oldest decorated tomb in QV constructed in the 19th Dynasty and the oldest 'corridor' type tomb whose owner is identified, according to E. Thomas and C. Leblanc. Thomas suggests that the epithet 'Great Royal Mother' indicates that the decoration, if not the tomb as a whole, was the responsibility of her son, Seti I. Similarly, its incompletion in construction and decoration may indicate that she did not long survive her husband, Rameses I, whose tomb (KV 16) was also unfinished (Thomas 1966, 213). Unusually, chamber (C) ultimately served as the burial chamber, as evidenced by the presence of magical brick niches, and the fact that the burial chamber was never fully excavated. <br>The tomb has been accessible since the time of J. G. Wilkinson (1828) and was subsequently recorded by J. F. Champollion (1829), K. R. Lepsius (1844), and H. K. Brugsch (1854). The tomb was later cleared by the Italian mission in 1903-05. <br>Currently the tomb is not open to visitation. The doorway is reconstructed of fired brick and cement plaster, with a metal grill door with mesh installed within a wooden frame. The mesh has a large hole in it. Fragments of painted plaster from an unknown location (not from this tomb), other archaeological material, as well as the Italian mission plaque, which was once mounted on the walls of the entrance ramp, are now stored in chamber (E). Evidence of bat activity includes bat droppings and urine on the rear wall and ceiling of rear chamber (E).",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-39-ARP2016,DESCRIPTION.E62-38,,,,,,,,,,,,,"QV 39 is nestled between chamber tombs QV 38 and QV 40. The tomb has a deep shaft and two chambers, both of which are blackened. <br>Thomas records this tomb as the westernmost shaft tomb and one of the largest with multiple chambers.  She found the tomb thoroughly blackened and filled with mummies. She further suggests that this could have been the tomb of Prince Wadjmose or another royal of the time, whose tutor was Imhotep, interred in nearby QV 46. Based on the archaeological material recovered by the Franco-Egyptian team, it appears that the tomb was reused during the Roman Period.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-39-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV39_image_2.jpg,
QV-39-ARP2016,NAME.E41-1-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 39,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-39-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-39-ARP2016,PLACE.E53-ARP2016A-41,,,,,,,,,,,,,,"QV 39 is located halfway up the southwest branch of the wadi, adjacent to the main pathway and retaining wall.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.592521482358165 25.726903169728011),,,,,,,,,
QV-39-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-38,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-39-ARP2016,NAME.E41-2-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-39-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV39_image_3.jpg,
QV-39-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV39_image_4.jpg,
QV-39-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV39_image_1.jpg,
QV-39-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-108,,,,,,,,,,379bc84b-6e7e-4c78-80b2-0ff0059da407,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-3-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV03_image_3.jpg,
QV-3-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV03_image_2.jpg,
QV-3-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV03_image_1.jpg,
QV-3-ARP2016,PLACE.E53-ARP2016A-2,,,,,,,,,,,,,,QV 3 is located on the south side of the paved visitor path.,,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.593981575520395 25.727724048389522),,,,,,,,,
QV-3-ARP2016,NAME.E41-2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-3-ARP2016,NAME.E41-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 03,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-3-ARP2016,DESCRIPTION.E62-2,,,,,,,,,,,,,"QV 3 consists of a rough, vertical shaft leading to two poorly formed chambers (B and C). It has no built surround or metal grill. Chamber (B) consists of a marl slab on top of weak, deteriorating shaley marl, with no clearly defined floors or walls. Chamber (C) is even less well defined. There is a small connection through the rear of chamber (B) to QV 81's chamber (C). <br>At the time of E. Thomas' inspection, she noted that QV 3 held a horned bovine skull and potsherds. She also noted interconnections between tombs QV 3, 5, and 6, although she was unsure whether these were made intentionally during original construction or were created at some later date.  These connections are no longer visible. The tomb was last cleared in 1984-85 by the Franco-Egyptian team.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-3-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV03_image_4.jpg,
QV-3-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-3-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-2,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-40-ARP2016,PLACE.E53-ARP2016A-42,,,,,,,,,,,,,,"QV 40 is located halfway up the southwest branch of the wadi, adjacent to the main pathway and retaining wall.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.592481115566926 25.726878655513481),,,,,,,,,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_7.jpg,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_8.jpg,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_TMP_drawing_2.jpg,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_4.jpg,
QV-40-ARP2016,DESCRIPTION.E62-39,,,,,,,,,,,,,"QV 40 is entered through stepped ramp (A) leading into pillared chamber (C) with a vaulted burial chamber (E) and side chamber (G) to the west. The two pillars were originally constructed of stone masonry after the ceiling was already plastered and painted. Only the easternmost pillar still survives. <br>As with the other tombs on the south side of the valley, the marl stratum into which this tomb is cut is part of a large tilted geologic block. Extensive modern repairs throughout the tomb does not allow for direct observation of the rock. <br>Extensive raised relief painted plaster survives on the walls and ceilings in all chambers of the tomb though there are many areas of loss. The paintings have been extensively treated and all areas of loss filled with modern plaster repairs. The paintings in side chamber (G) are painted on a larger scale and in a cruder style with a more limited palette (red, black, yellow and white) compared with other areas of the tomb and may therefore be unfinished. Small traces of original infill material and upper plaster also survive on the walls of entrance ramp (A). <br>This tomb has been accessible since the time of R. Hay of Linplum (1826), who described the tomb and a single pillar in his notes, the remains of the second pillar presumably buried in debris. E. Schiaparelli cleared the tomb during the Italian mission work at the site (1903-05). E. Thomas notes that the ceiling vault is the first example of this type in QV and the two pillars are the only 19th Dynasty pillars on the south side of the wadi, and that the layout of this tomb is distinct from that of its predecessors. K. R. Lepsius recorded the presence of a hieratic graffito in chamber (C), dated to the Rameses III reign. <br>Currently the tomb is not open to visitation, though it was open from an unknown date until 2000. Cement steps in ramp (A) were built on top of original rock cut steps which are still visible at sides. Lights have been placed (though not installed) in the tomb and six cement blocks for mounting lighting units are scattered throughout the tomb. The entrance (B) wasrebuilt (date unknown) with fired brick and covered in a cementitious plaster with a wooden door with metal grills and mesh installed in a wooden frame. The mesh is now torn. <br>Although no bats were seen during the assessment, there is evidence of considerable past bat activity.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-40-ARP2016,NAME.E41-1-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 40,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-40-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-40-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-39,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,25f7f19e-b936-4394-b29d-86205c1b77fc,,,,,,,,,,,,,396612a2-031d-478e-8730-c7fcdb825c72,,,,,,,,,,,,,,,,,,,,,,,,,,-1294~/-1279~
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_TMP_drawing_1.jpg,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_3.jpg,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_5.jpg,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_6.jpg,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_1.jpg,
QV-40-ARP2016,NAME.E41-2-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-40-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV40_image_2.jpg,
